LocationType,Location,Race,TimeFrame,DataFormat,Data
County,Klickitat,Hispanic or Latino,2013-2017,Currency,51042
County,Klickitat,Multiracial,2010-2014,Currency,77763
County,Klickitat,Multiracial,2011-2015,Currency,57014
County,Klickitat,Multiracial,2012-2016,Currency,80114
County,Klickitat,Multiracial,2013-2017,Currency,67500
County,Klickitat,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Klickitat,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Klickitat,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Klickitat,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Klickitat,White Non-Hispanic,2010-2014,Currency,51626
County,Klickitat,White Non-Hispanic,2011-2015,Currency,56513
County,Klickitat,White Non-Hispanic,2012-2016,Currency,58544
County,Klickitat,White Non-Hispanic,2013-2017,Currency,64724
County,Klickitat,American Indian and Alaska Native,2014-2018,Currency,47971
County,Klickitat,Asian,2014-2018,Currency,131083
County,Klickitat,Black,2014-2018,Currency,NA
County,Klickitat,Hispanic or Latino,2014-2018,Currency,45938
County,Klickitat,Multiracial,2014-2018,Currency,NA
County,Klickitat,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Klickitat,White Non-Hispanic,2014-2018,Currency,67420
County,Klickitat,American Indian and Alaska Native,2015-2019,Currency,NA
County,Klickitat,Asian,2015-2019,Currency,133971
County,Klickitat,Black,2015-2019,Currency,NA
County,Klickitat,Hispanic or Latino,2015-2019,Currency,48155
County,Klickitat,Multiracial,2015-2019,Currency,45250
County,Klickitat,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Klickitat,White Non-Hispanic,2015-2019,Currency,70422
County,Lewis,American Indian and Alaska Native,2005-2009,Currency,"*$46,439"
County,Lewis,Asian,2005-2009,Currency,"*$76,111"
County,Lewis,Black,2005-2009,Currency,"*$47,656"
County,Lewis,Hispanic or Latino,2005-2009,Currency,"*$30,443"
County,Lewis,Multiracial,2005-2009,Currency,"*$43,958"
County,Lewis,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Lewis,White Non-Hispanic,2005-2009,Currency,55118
County,Lewis,American Indian and Alaska Native,2006-2010,Currency,"*$33,688"
County,Lewis,Asian,2006-2010,Currency,"*$129,583"
County,Lewis,Black,2006-2010,Currency,"*$44,922"
County,Lewis,Hispanic or Latino,2006-2010,Currency,"*$26,959"
County,Lewis,Multiracial,2006-2010,Currency,"*$32,179"
County,Lewis,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Lewis,White Non-Hispanic,2006-2010,Currency,55520
County,Lewis,American Indian and Alaska Native,2007-2011,Currency,"*$33,672"
County,Lewis,Asian,2007-2011,Currency,250001
County,Lewis,Black,2007-2011,Currency,"*$44,671"
County,Lewis,Hispanic or Latino,2007-2011,Currency,"*$33,736"
County,Lewis,Multiracial,2007-2011,Currency,"*$44,688"
County,Lewis,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Lewis,White Non-Hispanic,2007-2011,Currency,54823
County,Lewis,American Indian and Alaska Native,2008-2012,Currency,"*$35,833"
County,Lewis,Asian,2008-2012,Currency,138750
County,Lewis,Black,2008-2012,Currency,"*$46,406"
County,Lewis,Hispanic or Latino,2008-2012,Currency,"*$40,045"
County,Lewis,Multiracial,2008-2012,Currency,"*$41,382"
County,Lewis,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Lewis,White Non-Hispanic,2008-2012,Currency,55553
County,Lewis,American Indian and Alaska Native,2009-2013,Currency,"*$69,583"
County,Lewis,Asian,2009-2013,Currency,"*$53,816"
County,Lewis,Black,2009-2013,Currency,"*$45,347"
County,Lewis,Hispanic or Latino,2009-2013,Currency,"*$39,194"
County,Lewis,Multiracial,2009-2013,Currency,"*$41,331"
County,Lewis,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Lewis,White Non-Hispanic,2009-2013,Currency,54587
County,Lewis,American Indian and Alaska Native,2010-2014,Currency,67857
County,Lewis,American Indian and Alaska Native,2011-2015,Currency,58594
County,Lewis,American Indian and Alaska Native,2012-2016,Currency,53906
County,Lewis,American Indian and Alaska Native,2013-2017,Currency,29205
County,Lewis,Asian,2010-2014,Currency,53529
County,Lewis,Asian,2011-2015,Currency,53042
County,Lewis,Asian,2012-2016,Currency,54957
County,Lewis,Asian,2013-2017,Currency,56150
County,Lewis,Black,2010-2014,Currency,38375
County,Lewis,Black,2011-2015,Currency,38942
County,Lewis,Black,2012-2016,Currency,32167
County,Lewis,Black,2013-2017,Currency,34901
County,Lewis,Hispanic or Latino,2010-2014,Currency,38850
County,Lewis,Hispanic or Latino,2011-2015,Currency,42122
County,Lewis,Hispanic or Latino,2012-2016,Currency,40349
County,Lewis,Hispanic or Latino,2013-2017,Currency,43817
County,Lewis,Multiracial,2010-2014,Currency,37853
County,Lewis,Multiracial,2011-2015,Currency,42122
County,Lewis,Multiracial,2012-2016,Currency,34423
County,Lewis,Multiracial,2013-2017,Currency,42457
County,Lewis,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Lewis,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Lewis,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Lewis,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Lewis,White Non-Hispanic,2010-2014,Currency,55307
County,Lewis,White Non-Hispanic,2011-2015,Currency,57755
County,Lewis,White Non-Hispanic,2012-2016,Currency,58965
County,Lewis,White Non-Hispanic,2013-2017,Currency,60388
County,Lewis,American Indian and Alaska Native,2014-2018,Currency,NA
County,Lewis,Asian,2014-2018,Currency,59643
County,Lewis,Black,2014-2018,Currency,34955
County,Lewis,Hispanic or Latino,2014-2018,Currency,51515
County,Lewis,Multiracial,2014-2018,Currency,58281
County,Lewis,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Lewis,White Non-Hispanic,2014-2018,Currency,65123
County,Lewis,American Indian and Alaska Native,2015-2019,Currency,NA
County,Lewis,Asian,2015-2019,Currency,60987
County,Lewis,Black,2015-2019,Currency,NA
County,Lewis,Hispanic or Latino,2015-2019,Currency,52979
County,Lewis,Multiracial,2015-2019,Currency,61958
County,Lewis,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Lewis,White Non-Hispanic,2015-2019,Currency,69312
County,Lincoln,American Indian and Alaska Native,2005-2009,Currency,"*$60,833"
County,Lincoln,Asian,2005-2009,Currency,NA
County,Lincoln,Black,2005-2009,Currency,NA
County,Lincoln,Hispanic or Latino,2005-2009,Currency,"*$25,357"
County,Lincoln,Multiracial,2005-2009,Currency,"*$36,042"
County,Lincoln,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Lincoln,White Non-Hispanic,2005-2009,Currency,51390
County,Lincoln,American Indian and Alaska Native,2006-2010,Currency,"*$63,125"
County,Lincoln,Asian,2006-2010,Currency,NA
County,Lincoln,Black,2006-2010,Currency,NA
County,Lincoln,Hispanic or Latino,2006-2010,Currency,"*$35,000"
County,Lincoln,Multiracial,2006-2010,Currency,"*$38,472"
County,Lincoln,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Lincoln,White Non-Hispanic,2006-2010,Currency,52439
County,Lincoln,American Indian and Alaska Native,2007-2011,Currency,"*$63,375"
County,Lincoln,Asian,2007-2011,Currency,NA
County,Lincoln,Black,2007-2011,Currency,NA
County,Lincoln,Hispanic or Latino,2007-2011,Currency,"*$27,250"
County,Lincoln,Multiracial,2007-2011,Currency,"*$38,611"
County,Lincoln,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Lincoln,White Non-Hispanic,2007-2011,Currency,57262
County,Lincoln,American Indian and Alaska Native,2008-2012,Currency,"*$42,679"
County,Lincoln,Asian,2008-2012,Currency,NA
County,Lincoln,Black,2008-2012,Currency,NA
County,Lincoln,Hispanic or Latino,2008-2012,Currency,"*$49,063"
County,Lincoln,Multiracial,2008-2012,Currency,36477
County,Lincoln,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,2499
County,Lincoln,White Non-Hispanic,2008-2012,Currency,58442
County,Lincoln,American Indian and Alaska Native,2009-2013,Currency,"*$34,167"
County,Lincoln,Asian,2009-2013,Currency,NA
County,Lincoln,Black,2009-2013,Currency,NA
County,Lincoln,Hispanic or Latino,2009-2013,Currency,"*$65,750"
County,Lincoln,Multiracial,2009-2013,Currency,"*$35,833"
County,Lincoln,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Lincoln,White Non-Hispanic,2009-2013,Currency,61519
County,Lincoln,American Indian and Alaska Native,2010-2014,Currency,S
County,Lincoln,American Indian and Alaska Native,2011-2015,Currency,34792
County,Lincoln,American Indian and Alaska Native,2012-2016,Currency,37143
County,Lincoln,American Indian and Alaska Native,2013-2017,Currency,34844
County,Lincoln,Asian,2010-2014,Currency,S
County,Lincoln,Asian,2011-2015,Currency,S
County,Lincoln,Asian,2012-2016,Currency,71136
County,Lincoln,Asian,2013-2017,Currency,74375
County,Lincoln,Black,2010-2014,Currency,S
County,Lincoln,Black,2011-2015,Currency,S
County,Lincoln,Black,2012-2016,Currency,S
County,Lincoln,Black,2013-2017,Currency,S
County,Lincoln,Hispanic or Latino,2010-2014,Currency,67452
County,Lincoln,Hispanic or Latino,2011-2015,Currency,66058
County,Lincoln,Hispanic or Latino,2012-2016,Currency,66042
County,Lincoln,Hispanic or Latino,2013-2017,Currency,S
County,Lincoln,Multiracial,2010-2014,Currency,37014
County,Lincoln,Multiracial,2011-2015,Currency,66058
County,Lincoln,Multiracial,2012-2016,Currency,43750
County,Lincoln,Multiracial,2013-2017,Currency,46071
County,Lincoln,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Lincoln,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Lincoln,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Lincoln,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Lincoln,White Non-Hispanic,2010-2014,Currency,62288
County,Lincoln,White Non-Hispanic,2011-2015,Currency,59075
County,Lincoln,White Non-Hispanic,2012-2016,Currency,60370
County,Lincoln,White Non-Hispanic,2013-2017,Currency,63259
County,Lincoln,American Indian and Alaska Native,2014-2018,Currency,34375
County,Lincoln,Asian,2014-2018,Currency,76875
County,Lincoln,Black,2014-2018,Currency,18011
County,Lincoln,Hispanic or Latino,2014-2018,Currency,NA
County,Lincoln,Multiracial,2014-2018,Currency,47583
County,Lincoln,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,34167
County,Lincoln,White Non-Hispanic,2014-2018,Currency,64559
County,Lincoln,American Indian and Alaska Native,2015-2019,Currency,43125
County,Lincoln,Asian,2015-2019,Currency,76250
County,Lincoln,Black,2015-2019,Currency,18125
County,Lincoln,Hispanic or Latino,2015-2019,Currency,61563
County,Lincoln,Multiracial,2015-2019,Currency,50000
County,Lincoln,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,34375
County,Lincoln,White Non-Hispanic,2015-2019,Currency,66458
County,Mason,American Indian and Alaska Native,2005-2009,Currency,"*$52,656"
County,Mason,Asian,2005-2009,Currency,"*$68,500"
County,Mason,Black,2005-2009,Currency,"*$69,223"
County,Mason,Hispanic or Latino,2005-2009,Currency,"*$35,865"
County,Mason,Multiracial,2005-2009,Currency,"*$41,250"
County,Mason,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,83375
County,Mason,White Non-Hispanic,2005-2009,Currency,57873
County,Mason,American Indian and Alaska Native,2006-2010,Currency,"*$52,703"
County,Mason,Asian,2006-2010,Currency,"*$41,833"
County,Mason,Black,2006-2010,Currency,"*$69,449"
County,Mason,Hispanic or Latino,2006-2010,Currency,"*$37,000"
County,Mason,Multiracial,2006-2010,Currency,"*$43,750"
County,Mason,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$73,750"
County,Mason,White Non-Hispanic,2006-2010,Currency,57365
County,Mason,American Indian and Alaska Native,2007-2011,Currency,"*$54,792"
County,Mason,Asian,2007-2011,Currency,"*$80,189"
County,Mason,Black,2007-2011,Currency,"*$190,625"
County,Mason,Hispanic or Latino,2007-2011,Currency,"*$42,604"
County,Mason,Multiracial,2007-2011,Currency,"*$54,076"
County,Mason,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$85,278"
County,Mason,White Non-Hispanic,2007-2011,Currency,57016
County,Mason,American Indian and Alaska Native,2008-2012,Currency,"*$48,393"
County,Mason,Asian,2008-2012,Currency,"*$83,165"
County,Mason,Black,2008-2012,Currency,"*$21,154"
County,Mason,Hispanic or Latino,2008-2012,Currency,"*$25,542"
County,Mason,Multiracial,2008-2012,Currency,"*$39,196"
County,Mason,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Mason,White Non-Hispanic,2008-2012,Currency,58453
County,Mason,American Indian and Alaska Native,2009-2013,Currency,"*$48,750"
County,Mason,Asian,2009-2013,Currency,"*$83,389"
County,Mason,Black,2009-2013,Currency,"*$22,632"
County,Mason,Hispanic or Latino,2009-2013,Currency,"*$25,438"
County,Mason,Multiracial,2009-2013,Currency,"*$35,000"
County,Mason,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$115,909"
County,Mason,White Non-Hispanic,2009-2013,Currency,58750
County,Mason,American Indian and Alaska Native,2010-2014,Currency,52797
County,Mason,American Indian and Alaska Native,2011-2015,Currency,46875
County,Mason,American Indian and Alaska Native,2012-2016,Currency,43409
County,Mason,American Indian and Alaska Native,2013-2017,Currency,34500
County,Mason,Asian,2010-2014,Currency,51296
County,Mason,Asian,2011-2015,Currency,53000
County,Mason,Asian,2012-2016,Currency,53472
County,Mason,Asian,2013-2017,Currency,51518
County,Mason,Black,2010-2014,Currency,57743
County,Mason,Black,2011-2015,Currency,S
County,Mason,Black,2012-2016,Currency,58542
County,Mason,Black,2013-2017,Currency,62864
County,Mason,Hispanic or Latino,2010-2014,Currency,26625
County,Mason,Hispanic or Latino,2011-2015,Currency,25438
County,Mason,Hispanic or Latino,2012-2016,Currency,21630
County,Mason,Hispanic or Latino,2013-2017,Currency,26010
County,Mason,Multiracial,2010-2014,Currency,44130
County,Mason,Multiracial,2011-2015,Currency,25438
County,Mason,Multiracial,2012-2016,Currency,44200
County,Mason,Multiracial,2013-2017,Currency,46625
County,Mason,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,118472
County,Mason,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,119097
County,Mason,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,118750
County,Mason,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,121250
County,Mason,White Non-Hispanic,2010-2014,Currency,60020
County,Mason,White Non-Hispanic,2011-2015,Currency,61904
County,Mason,White Non-Hispanic,2012-2016,Currency,63790
County,Mason,White Non-Hispanic,2013-2017,Currency,66128
County,Mason,American Indian and Alaska Native,2014-2018,Currency,32331
County,Mason,Asian,2014-2018,Currency,48750
County,Mason,Black,2014-2018,Currency,62316
County,Mason,Hispanic or Latino,2014-2018,Currency,25586
County,Mason,Multiracial,2014-2018,Currency,68237
County,Mason,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,105583
County,Mason,White Non-Hispanic,2014-2018,Currency,70480
County,Mason,American Indian and Alaska Native,2015-2019,Currency,39063
County,Mason,Asian,2015-2019,Currency,58452
County,Mason,Black,2015-2019,Currency,68654
County,Mason,Hispanic or Latino,2015-2019,Currency,30063
County,Mason,Multiracial,2015-2019,Currency,53816
County,Mason,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,108088
County,Mason,White Non-Hispanic,2015-2019,Currency,73161
County,Okanogan,American Indian and Alaska Native,2005-2009,Currency,"*$35,774"
County,Okanogan,Asian,2005-2009,Currency,250001
County,Okanogan,Black,2005-2009,Currency,NA
County,Okanogan,Hispanic or Latino,2005-2009,Currency,"*$28,294"
County,Okanogan,Multiracial,2005-2009,Currency,"*$87,328"
County,Okanogan,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Okanogan,White Non-Hispanic,2005-2009,Currency,51127
County,Okanogan,American Indian and Alaska Native,2006-2010,Currency,"*$25,921"
County,Okanogan,Asian,2006-2010,Currency,250001
County,Okanogan,Black,2006-2010,Currency,NA
County,Okanogan,Hispanic or Latino,2006-2010,Currency,"*$30,809"
County,Okanogan,Multiracial,2006-2010,Currency,"*$88,565"
County,Okanogan,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Okanogan,White Non-Hispanic,2006-2010,Currency,51344
County,Okanogan,American Indian and Alaska Native,2007-2011,Currency,"*$47,188"
County,Okanogan,Asian,2007-2011,Currency,"*$49,458"
County,Okanogan,Black,2007-2011,Currency,NA
County,Okanogan,Hispanic or Latino,2007-2011,Currency,"*$34,727"
County,Okanogan,Multiracial,2007-2011,Currency,"*$52,500"
County,Okanogan,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$9,375"
County,Okanogan,White Non-Hispanic,2007-2011,Currency,51242
County,Okanogan,American Indian and Alaska Native,2008-2012,Currency,"*$34,250"
County,Okanogan,Asian,2008-2012,Currency,"*$81,250"
County,Okanogan,Black,2008-2012,Currency,NA
County,Okanogan,Hispanic or Latino,2008-2012,Currency,"*$37,193"
County,Okanogan,Multiracial,2008-2012,Currency,"*$58,692"
County,Okanogan,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$28,125"
County,Okanogan,White Non-Hispanic,2008-2012,Currency,51587
County,Okanogan,American Indian and Alaska Native,2009-2013,Currency,"*$35,978"
County,Okanogan,Asian,2009-2013,Currency,"*$103,661"
County,Okanogan,Black,2009-2013,Currency,NA
County,Okanogan,Hispanic or Latino,2009-2013,Currency,"*$31,677"
County,Okanogan,Multiracial,2009-2013,Currency,"*$59,375"
County,Okanogan,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$28,125"
County,Okanogan,White Non-Hispanic,2009-2013,Currency,50599
County,Okanogan,American Indian and Alaska Native,2010-2014,Currency,31853
County,Okanogan,American Indian and Alaska Native,2011-2015,Currency,34940
County,Okanogan,American Indian and Alaska Native,2012-2016,Currency,33019
County,Okanogan,American Indian and Alaska Native,2013-2017,Currency,36763
County,Okanogan,Asian,2010-2014,Currency,83125
County,Okanogan,Asian,2011-2015,Currency,S
County,Okanogan,Asian,2012-2016,Currency,S
County,Okanogan,Asian,2013-2017,Currency,S
County,Okanogan,Black,2010-2014,Currency,S
County,Okanogan,Black,2011-2015,Currency,46250
County,Okanogan,Black,2012-2016,Currency,45625
County,Okanogan,Black,2013-2017,Currency,45865
County,Okanogan,Hispanic or Latino,2010-2014,Currency,32546
County,Okanogan,Hispanic or Latino,2011-2015,Currency,32243
County,Okanogan,Hispanic or Latino,2012-2016,Currency,34078
County,Okanogan,Hispanic or Latino,2013-2017,Currency,32220
County,Okanogan,Multiracial,2010-2014,Currency,38603
County,Okanogan,Multiracial,2011-2015,Currency,32243
County,Okanogan,Multiracial,2012-2016,Currency,S
County,Okanogan,Multiracial,2013-2017,Currency,58490
County,Okanogan,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,19297
County,Okanogan,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Okanogan,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,19500
County,Okanogan,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Okanogan,White Non-Hispanic,2010-2014,Currency,51242
County,Okanogan,White Non-Hispanic,2011-2015,Currency,52495
County,Okanogan,White Non-Hispanic,2012-2016,Currency,57150
County,Okanogan,White Non-Hispanic,2013-2017,Currency,55409
County,Okanogan,American Indian and Alaska Native,2014-2018,Currency,41875
County,Okanogan,Asian,2014-2018,Currency,70385
County,Okanogan,Black,2014-2018,Currency,73007
County,Okanogan,Hispanic or Latino,2014-2018,Currency,40439
County,Okanogan,Multiracial,2014-2018,Currency,58056
County,Okanogan,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Okanogan,White Non-Hispanic,2014-2018,Currency,57837
County,Okanogan,American Indian and Alaska Native,2015-2019,Currency,45926
County,Okanogan,Asian,2015-2019,Currency,70789
County,Okanogan,Black,2015-2019,Currency,75063
County,Okanogan,Hispanic or Latino,2015-2019,Currency,39881
County,Okanogan,Multiracial,2015-2019,Currency,55909
County,Okanogan,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Okanogan,White Non-Hispanic,2015-2019,Currency,59516
County,Pacific,American Indian and Alaska Native,2005-2009,Currency,"*$59,464"
County,Pacific,Asian,2005-2009,Currency,"*$27,554"
County,Pacific,Black,2005-2009,Currency,NA
County,Pacific,Hispanic or Latino,2005-2009,Currency,"*$50,605"
County,Pacific,Multiracial,2005-2009,Currency,"*$23,417"
County,Pacific,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Pacific,White Non-Hispanic,2005-2009,Currency,50795
County,Pacific,American Indian and Alaska Native,2006-2010,Currency,"*$36,696"
County,Pacific,Asian,2006-2010,Currency,"*$27,692"
County,Pacific,Black,2006-2010,Currency,"*$73,319"
County,Pacific,Hispanic or Latino,2006-2010,Currency,"*$41,104"
County,Pacific,Multiracial,2006-2010,Currency,"*$31,250"
County,Pacific,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Pacific,White Non-Hispanic,2006-2010,Currency,52910
County,Pacific,American Indian and Alaska Native,2007-2011,Currency,"*$39,167"
County,Pacific,Asian,2007-2011,Currency,"*$24,038"
County,Pacific,Black,2007-2011,Currency,"*$76,058"
County,Pacific,Hispanic or Latino,2007-2011,Currency,"*$41,801"
County,Pacific,Multiracial,2007-2011,Currency,"*$34,375"
County,Pacific,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Pacific,White Non-Hispanic,2007-2011,Currency,52790
County,Pacific,American Indian and Alaska Native,2008-2012,Currency,"*$31,786"
County,Pacific,Asian,2008-2012,Currency,"*$24,219"
County,Pacific,Black,2008-2012,Currency,76071
County,Pacific,Hispanic or Latino,2008-2012,Currency,39955
County,Pacific,Multiracial,2008-2012,Currency,"*$25,179"
County,Pacific,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Pacific,White Non-Hispanic,2008-2012,Currency,51856
County,Pacific,American Indian and Alaska Native,2009-2013,Currency,"*$30,938"
County,Pacific,Asian,2009-2013,Currency,"*$30,924"
County,Pacific,Black,2009-2013,Currency,NA
County,Pacific,Hispanic or Latino,2009-2013,Currency,"*$40,948"
County,Pacific,Multiracial,2009-2013,Currency,"*$24,236"
County,Pacific,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Pacific,White Non-Hispanic,2009-2013,Currency,51930
County,Pacific,American Indian and Alaska Native,2010-2014,Currency,26786
County,Pacific,American Indian and Alaska Native,2011-2015,Currency,25625
County,Pacific,American Indian and Alaska Native,2012-2016,Currency,36250
County,Pacific,American Indian and Alaska Native,2013-2017,Currency,38125
County,Pacific,Asian,2010-2014,Currency,24091
County,Pacific,Asian,2011-2015,Currency,23688
County,Pacific,Asian,2012-2016,Currency,23239
County,Pacific,Asian,2013-2017,Currency,S
County,Pacific,Black,2010-2014,Currency,78421
County,Pacific,Black,2011-2015,Currency,S
County,Pacific,Black,2012-2016,Currency,S
County,Pacific,Black,2013-2017,Currency,S
County,Pacific,Hispanic or Latino,2010-2014,Currency,43958
County,Pacific,Hispanic or Latino,2011-2015,Currency,36250
County,Pacific,Hispanic or Latino,2012-2016,Currency,32238
County,Pacific,Hispanic or Latino,2013-2017,Currency,32143
County,Pacific,Multiracial,2010-2014,Currency,33580
County,Pacific,Multiracial,2011-2015,Currency,36250
County,Pacific,Multiracial,2012-2016,Currency,34107
County,Pacific,Multiracial,2013-2017,Currency,33382
County,Pacific,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Pacific,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Pacific,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Pacific,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Pacific,White Non-Hispanic,2010-2014,Currency,52178
County,Pacific,White Non-Hispanic,2011-2015,Currency,52269
County,Pacific,White Non-Hispanic,2012-2016,Currency,53521
County,Pacific,White Non-Hispanic,2013-2017,Currency,56062
County,Pacific,American Indian and Alaska Native,2014-2018,Currency,27177
County,Pacific,Asian,2014-2018,Currency,NA
County,Pacific,Black,2014-2018,Currency,NA
County,Pacific,Hispanic or Latino,2014-2018,Currency,NA
County,Pacific,Multiracial,2014-2018,Currency,33667
County,Pacific,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Pacific,White Non-Hispanic,2014-2018,Currency,59670
County,Pacific,American Indian and Alaska Native,2015-2019,Currency,42857
County,Pacific,Asian,2015-2019,Currency,63125
County,Pacific,Black,2015-2019,Currency,NA
County,Pacific,Hispanic or Latino,2015-2019,Currency,40250
County,Pacific,Multiracial,2015-2019,Currency,NA
County,Pacific,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Pacific,White Non-Hispanic,2015-2019,Currency,63815
County,Pend Oreille,American Indian and Alaska Native,2005-2009,Currency,43886
County,Pend Oreille,Asian,2005-2009,Currency,NA
County,Pend Oreille,Black,2005-2009,Currency,NA
County,Pend Oreille,Hispanic or Latino,2005-2009,Currency,"*$21,786"
County,Pend Oreille,Multiracial,2005-2009,Currency,"*$24,375"
County,Pend Oreille,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Pend Oreille,White Non-Hispanic,2005-2009,Currency,45846
County,Pend Oreille,American Indian and Alaska Native,2006-2010,Currency,"*$44,458"
County,Pend Oreille,Asian,2006-2010,Currency,NA
County,Pend Oreille,Black,2006-2010,Currency,NA
County,Pend Oreille,Hispanic or Latino,2006-2010,Currency,"*$26,905"
County,Pend Oreille,Multiracial,2006-2010,Currency,"*$30,694"
County,Pend Oreille,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Pend Oreille,White Non-Hispanic,2006-2010,Currency,47886
County,Pend Oreille,American Indian and Alaska Native,2007-2011,Currency,"*$51,563"
County,Pend Oreille,Asian,2007-2011,Currency,NA
County,Pend Oreille,Black,2007-2011,Currency,NA
County,Pend Oreille,Hispanic or Latino,2007-2011,Currency,"*$29,656"
County,Pend Oreille,Multiracial,2007-2011,Currency,"*$33,235"
County,Pend Oreille,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Pend Oreille,White Non-Hispanic,2007-2011,Currency,48835
County,Pend Oreille,American Indian and Alaska Native,2008-2012,Currency,"*$51,053"
County,Pend Oreille,Asian,2008-2012,Currency,NA
County,Pend Oreille,Black,2008-2012,Currency,NA
County,Pend Oreille,Hispanic or Latino,2008-2012,Currency,"*$29,360"
County,Pend Oreille,Multiracial,2008-2012,Currency,"*$28,780"
County,Pend Oreille,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Pend Oreille,White Non-Hispanic,2008-2012,Currency,46932
County,Pend Oreille,American Indian and Alaska Native,2009-2013,Currency,"*$50,469"
County,Pend Oreille,Asian,2009-2013,Currency,NA
County,Pend Oreille,Black,2009-2013,Currency,NA
County,Pend Oreille,Hispanic or Latino,2009-2013,Currency,"*$29,866"
County,Pend Oreille,Multiracial,2009-2013,Currency,"*$29,688"
County,Pend Oreille,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Pend Oreille,White Non-Hispanic,2009-2013,Currency,48390
County,Pend Oreille,American Indian and Alaska Native,2010-2014,Currency,28188
County,Pend Oreille,American Indian and Alaska Native,2011-2015,Currency,35833
County,Pend Oreille,American Indian and Alaska Native,2012-2016,Currency,45469
